client_id,site_id,client_name,website,website_confidence,primary_carwash_type,classify_confidence,secondary_types,reasoning,is_express
magnolia_000414,42,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,44,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,46,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,49,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,51,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,54,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,55,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,60,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,61,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,66,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,70,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,72,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,74,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnuscarwash_000376,1,Magnus Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
masterautomotive_000789,1,Master Automotive,,0,Unknown,0.0,,no confident website found,Unknown
mauioil_000677,1,Maui Oil,http://www.mauioil.com/car-wash/,90,Unknown,0.0,,"The scraped content indicates a 404 error — the page is not found and does not provide any information about the car wash type or its features. Thus, the classification cannot be determined.",Unknown
mojoxpresswash_000048,2,Mojo Xpress Wash,http://www.mojosxpress.com/,90,Unknown,0.0,,empty scrape,Express
mojoxpresswash_000048,1,Mojo Xpress Wash,,0,Unknown,0.0,,no confident website found,Express
minitmanlube_000079,1,Minit Man Car Wash,www.minitmancarwash.com,95,Unknown,0.0,,empty scrape,Unknown
mrbs,2,Mr. B's Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
northport_000093,1,North Port Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
palmharbor_000537,1,Dolphin Xpress,https://bubbledown.com/locations/palm-harbor-car-wash/,90,Unknown,0.1,,"The extracted website text does not provide any clear or relevant information about the car wash business operations, services provided, or keywords that could allow classification into specific car wash types. The content appears to be related to web security, CAPTCHA warnings, and metadata about checking site connection security, rather than car wash-related details.",Express
pahrumpstation_000686,1,Pahrump Station,,0,Unknown,0.0,,no confident website found,Unknown
palscarwash,1,Country Blues,,0,Unknown,0.0,,no confident website found,Unknown
pasttime,1,Pastime Auto Wash,www.pastimeautowash.com,95,Unknown,0.0,,empty scrape,Unknown
patriotpetro_000084,1,Patriot Petroleum,,0,Unknown,0.0,,no confident website found,Unknown
parrscw_000685,1,Parr's Car Wash,https://parrinc.net,95,Unknown,0.2,,"The scraped website text contains no explicit information about car wash types, services, or features. The text primarily consists of copyright information, a GoDaddy disclaimer, and a warning about iframe processing. Without any relevant markers like 'conveyor,' 'vacuum,' 'touchless,' or 'mobile,' the car wash type cannot be determined. Confidence is low due to lack of relevant data.",Unknown
pinkys,1,Pinky's Klassy Kar Wash,http://triplecrowncarwash.net/,90,Unknown,0.0,,empty scrape,Unknown
piratescove_000559,1,Pirates Cove,www.piratescovecarwash.com,95,Unknown,0.2,,"The scraped text indicates that the website is not active and provides no relevant information about the car wash services available. The domain is unclaimed, and the text does not contain any markers related to car wash types or services, preventing classification into any specific category.",Unknown
polishedpeachcw_000288,1,Polished Peach Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
premiercw_000804,1,Premier Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
presidentialcw_000589,1,Presidential Wash,https://www.presidentialcarwashtx.com/,90,Unknown,0.1,,"The provided website text contains no meaningful information about the type of car wash services offered. The page appears to be a security verification page and does not include any markers, keywords, or descriptions that could help classify the car wash type. As such, the car wash type cannot be determined from the available data.",Unknown
presidentialcw_000589,2,Presidential Wash,http://www.presidentialcarwashtx.com/,90,Unknown,0.2,,"The scraped text does not contain any relevant information about car wash types, services, or features. The website appears to be behind a CAPTCHA verification system and does not provide any accessible content related to the business operations or services. Without further context or specific details, I cannot determine the type of car wash. The low confidence score reflects this lack of information.",Unknown
pristine_000034,1,Pristine Car Wash,www.pristinecarwashmelbourne.c,95,Unknown,0.0,,empty scrape,Unknown
quickandcleancw_000262,2,Take 5 Car Wash,www.take5carwash.com,95,Unknown,0.3,,"The scraped website text contains no actionable content related to car wash operations. The page returns an error (410: Gone), suggesting that the content is inaccessible or has been removed. Additionally, no car wash-specific markers such as 'express tunnel,' 'interior cleaning,' 'coin-operated,' or other identifiers are present. As a result, the classification is unknown with low confidence.",Unknown
quickandcleancw_000262,5,Take 5 Car Wash,www.take5carwash.com,95,Unknown,0.3,,"The scraped website text contains no actionable content related to car wash operations. The page returns an error (410: Gone), suggesting that the content is inaccessible or has been removed. Additionally, no car wash-specific markers such as 'express tunnel,' 'interior cleaning,' 'coin-operated,' or other identifiers are present. As a result, the classification is unknown with low confidence.",Unknown
quickandcleancw_000262,4,Take 5 Car Wash,www.take5carwash.com,95,Unknown,0.3,,The scraped website text does not provide any relevant information or keywords to classify the type of car wash. The target URL returning an error (410: Gone) further limits access to meaningful data. No markers related to car wash services or features were detected.,Unknown
quickandcleancw_000262,1,Take 5 Car Wash,www.take5carwash.com,95,Unknown,0.1,,"The scraped text did not contain enough information to identify the type of car wash. The webpage returned an HTTP 410 error (Gone), indicating that the targeted URL might no longer exist or is unavailable. Additionally, no keywords, phrases, or markers relevant to any car wash classification types were detected in the provided content. As a result, the classification is marked as 'Unknown' with low confidence.",Unknown
ridethru_000552,1,Ride Thru,https://ridethruexpresswash.co,95,Unknown,0.0,,empty scrape,Unknown
riverside_000010,1,Riverside,http://www.riversideautowash.com/,90,Unknown,0.3,,"The scraped text does not provide sufficient markers or details about the car wash type. It mentions that the car wash has rebranded to 'Wave Auto Wash' and operates at multiple locations, but there are no references to specific keywords like express tunnel, full service, in-bay automatic, self-serve, touchless, hand wash/detail, flex, or mobile services. Important operational details such as 'unlimited membership,' 'vacuum included,' 'coin operated,' 'brushless,' or 'hand wash' are absent, making it impossible to confidently classify the car wash type. The low confidence score reflects the lack of specific information.",Unknown
riverside_000010,3,Riverside,http://www.riversideautowash.com/,90,Unknown,0.3,,"The scraped text does not provide sufficient markers or details about the car wash type. It mentions that the car wash has rebranded to 'Wave Auto Wash' and operates at multiple locations, but there are no references to specific keywords like express tunnel, full service, in-bay automatic, self-serve, touchless, hand wash/detail, flex, or mobile services. Important operational details such as 'unlimited membership,' 'vacuum included,' 'coin operated,' 'brushless,' or 'hand wash' are absent, making it impossible to confidently classify the car wash type. The low confidence score reflects the lack of specific information.",Unknown
rocketwash_000183,1,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwash_000183,2,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwash_000183,4,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwash_000183,5,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwash_000183,6,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwash_000183,7,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,1,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,3,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,4,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,5,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,6,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,7,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,9,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,10,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,11,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,12,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
rocketwashnc_000309,13,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape,Unknown
royalsplash_000068,1,Royal Splash Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
santacruzcw_000624,1,Santa Cruz Car Wash,https://linktr.ee/SantaCruzCarWash,90,Unknown,0.1,,"The content provided is primarily focused on social media links and digital tools for promoting a profile or business (e.g., Linktree features, pricing plans, analytics), with no explicit reference to attributes related to car wash services. The name 'SantaCruzCarWash' does not give enough context, as the webpage does not discuss any car washing services. Thus, the type of car wash (if any) cannot be classified confidently.",Unknown
scrubadoo_000064,1,Scrub-a-doo Car Wash,www.scrubadoocarwash.com,95,Unknown,0.1,,"The scraped text indicates a Cloudflare-related DNS error and does not provide any content or details about the type of car wash services offered. Key markers such as 'Express Tunnel,' 'Full Service,' or any service-related words typically used to classify car washes are absent. This results in an 'Unknown' classification with low confidence.",Unknown
scrubbrothers_000726,1,Scrub Brothers,https://www.scrubbrotherscarwash.com/,90,Unknown,0.0,,"The provided scraped text contains minimal or irrelevant information about the car wash services. It mentions tracking and a 1x1 image but does not provide any details about the type of car wash, services offered, or operational model. As a result, no car wash classification can be determined from this text.",Unknown
shortmancw_000600,3,Shortman Car Wash,https://clubcarwash.com/?utm_source=Google&utm_medium=Yext&y_source=1_MjAyNzk5NzExNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,90,Unknown,0.1,,"The scraped text appears to be unrelated to car wash services. It mentions 'ServiceNow,' 'Login,' and credentials-related context, which seems to describe a login page or a software portal rather than a car wash business or service. No specific markers such as 'express tunnel,' 'full service,' or related keywords that identify car wash types are present.",Unknown
slimolson_000166,1,Slim Olson Car Wash,https://www.chevronwithtechron.com/station,90,Unknown,0.2,,"The provided text mentions car wash services available at participating Chevron or Texaco gas stations but does not specify the type of car wash (e.g., Express Tunnel, Full Service, In-Bay Automatic, Self-Serve, Touchless, Hand Wash / Detail, Flex, Mobile). There are no discernible keywords or descriptions allowing for proper classification into one of the predefined categories. Consequently, the car wash type cannot be determined with certainty, so it is classified as 'Unknown' with a low confidence score.",Unknown
shortmancw_000600,4,Shortman Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
smcc_000182,1,SMCC,,0,Unknown,0.0,,no confident website found,Unknown
smcc_000182,2,SMCC,,0,Unknown,0.0,,no confident website found,Unknown
smcc_000182,4,SMCC,,0,Unknown,0.0,,no confident website found,Unknown
soakaustralia_000409,2,Soak,,0,Unknown,0.0,,no confident website found,Unknown
soapmyride_000113,1,Soap My Ride,www.soapmyride.com,95,Unknown,0.95,,"The scraped website text relates entirely to the sale of the domain 'SoapMyRide.com' on HugeDomains but does not contain any information about a car wash or associated services. This absence of content relevant to car washing strongly indicates that the website is unrelated to operational car wash facilities or classifications. No markers or keywords relating to car washes (e.g., Express Tunnel, Full Service, Self-Serve, etc.) were detected.",Unknown
someguys_000043,1,Some Guy's Car Wash,www.someguyscarwash-northbabyl,95,Unknown,0.0,,empty scrape,Unknown
soapy_000006,1,Soapy J's,,0,Unknown,0.0,,no confident website found,Unknown
soniccw_000696,1,Solar Car Wash,www.solar-car-wash-car-wash.bu,95,Unknown,0.0,,empty scrape,Unknown
southerrshinecw_000692,1,Southern Shine Car Wash,www.southernshineexpresswash.c,95,Unknown,0.0,,empty scrape,Unknown
southerrshinecw_000692,3,Southern Shine Car Wash,www.southernshineexpresswash.c,95,Unknown,0.0,,empty scrape,Unknown
soggydogcarwash_000077,1,Soggy Dog Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
sparkcw_000745,4,Spark Car Wash,www.sparkcarwash.com,95,Unknown,0.2,,"The scraped website text does not contain any specific information about the type of car wash services offered by Spark Car Wash. There are no mentions of key markers such as 'tunnel', 'express', 'full service', 'in-bay automatic', 'self-serve', 'touchless', 'hand wash', 'detailing', 'mobile', or any similar terms or descriptions. The website primarily lists locations and operational hours without providing substantial details about the car wash type or services. Hence, the classification is set to 'Unknown' with a low confidence score.",Unknown
speedypetescw_000330,1,Speedy Pete's,www.speedypetescarwash.com,95,Unknown,0.0,,empty scrape,Unknown
speedypetescw_000330,3,Speedy Pete's,www.speedypetescarwash.com,95,Unknown,0.0,,empty scrape,Unknown
splashzonecw_000335,1,Splash Zone Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
statestautowash_000383,4,State Street Auto Wash,,0,Unknown,0.0,,no confident website found,Unknown
stationmarket_000775,1,Station Market,,0,Unknown,0.0,,no confident website found,Unknown
sudsyscarwash_000327,1,Sudzy's Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
superheroscw_000752,1,Super Hero's Car Wash,https://www.superheroescarwash.com/,90,Unknown,0.1,,"The provided text contains no relevant information about car wash services or any markers indicating specific types of car washes. The text only mentions an animated robot and a website title, which are unrelated to the car wash classification criteria. Thus, it is classified as 'Unknown' with a very low confidence score.",Unknown
supershineaz_000356,1,Supershine,www.supershine-car-wash.busine,95,Unknown,0.0,,empty scrape,Unknown
supershinecw_000168,1,Diamond Auto Salon,www.diamondautosalon-carwash.b,95,Unknown,0.0,,empty scrape,Unknown
take5cw_000472,1,Take 5 Car Wash,www.take5carwash.com,95,Unknown,0.1,,"The scraped text did not contain enough information to identify the type of car wash. The webpage returned an HTTP 410 error (Gone), indicating that the targeted URL might no longer exist or is unavailable. Additionally, no keywords, phrases, or markers relevant to any car wash classification types were detected in the provided content. As a result, the classification is marked as 'Unknown' with low confidence.",Unknown
superiortexascw_000124,1,Superior Texas Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
supersoaker,1,Super Soaker Carwash,,0,Unknown,0.0,,no confident website found,Unknown
texascarwash_000046,1,Texas Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
thunderbay_000013,1,Superior Car Wash & Detail,,0,Unknown,0.0,,no confident website found,Unknown
topwash_000333,3,Top Wash,www.topwash.com,95,Unknown,0.99,,"The content on the scraped webpage indicates that this is a domain name sales page and does not provide any information about a car wash. Keywords or phrases related to car wash types, such as 'tunnel', 'vacuum', 'automatic wash', 'coin operated', or 'hand wash', are completely absent. Additionally, the text focuses solely on purchasing a domain name, confirming the classification as 'Unknown.'",Unknown
topwash_000333,1,Top Wash,www.topwash.com,95,Unknown,0.99,,"The scraped text appears to be entirely focused on selling the domain name 'topwash.com' and does not mention any car wash services, features, or operational details. There are no indicators of car wash operations such as tunnels, in-bay setups, self-service bays, detailing, or mobile services. As such, the classification is 'Unknown' with a high confidence score.",Unknown
tomball,1,Superior Tomball Carwash,,0,Unknown,0.0,,no confident website found,Unknown
tsunamicarwash_000122,1,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
touchandgo_000041,1,Touch & Go Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
tsunamicarwash_000122,2,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,3,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,5,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,7,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,6,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,8,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,9,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,10,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,11,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,12,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,13,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
training_000400,1,Controls Training Classroom,,0,Unknown,0.0,,no confident website found,Unknown
tsunamicarwash_000122,14,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,17,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,18,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,19,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
training_000400,3,Controls Training Classroom,,0,Unknown,0.0,,no confident website found,Unknown
tsunamicarwash_000122,20,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,21,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,22,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,23,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,24,Tsunami Car Wash,https://tsunamiexpress.com/,90,Unknown,0.1,,"The scraped text does not provide sufficient information about the type of car wash offered. The text primarily references a tracking URL and a cached snapshot but lacks any markers related to car wash types, services, or keywords that would help classify it. Due to the absence of meaningful content, the confidence score is very low, and the primary classification is set to 'Unknown'.",Unknown
tsunamicarwash_000122,16,Tsunami Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
udrive_000121,1,UDrive,,0,Unknown,0.0,,no confident website found,Unknown
valleynd,1,Valley Car Wash,www.valleydairy.com,95,Unknown,0.0,,The website encountered a server error (HTTP 500) and did not provide any accessible or analyzable content. No details could be extracted to classify the type of car wash.,Unknown
vipcw_000724,1,VIP Car Wash & Detail,,0,Unknown,0.0,,no confident website found,Unknown
volunteerauto_000680,1,Volunteer Auto Wash,,0,Unknown,0.0,,no confident website found,Unknown
washngoca_000606,1,Wash N Go Capin,,0,Unknown,0.0,,no confident website found,Unknown
washrite_000380,1,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washpros_000432,1,Wash Pros,http://washpros.ca/,90,Unknown,0.1,,The scraped text does not provide any information about the type of car wash or services offered. It includes generic server information ('Apache is functioning normally') with no mention of keywords related to car wash classifications or services.,Unknown
washrite_000380,3,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrite_000380,4,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrite_000380,5,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrite_000380,6,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washngooh_000779,1,Wash N Go Ohio,,0,Unknown,0.0,,no confident website found,Unknown
washrite_000380,8,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washpoint,1,Grease Monkey #561,https://www.greasemonkey.com/locations/nm/clovis/1401-north-prince-st,90,Unknown,0.45,,"The scraped content appears to focus on auto repair and oil change services offered by Grease Monkey, including specific offerings such as brake repairs, tire rotations, and fleet maintenance. While some Grease Monkey locations might offer car wash services, there is no explicit mention in this text about car washes, nor any evidence pointing to the specific types of car wash services classified under the provided categories (Express Tunnel, Full Service, In-Bay Automatic, Self-Serve, Touchless, Hand Wash / Detail, Flex, Mobile). Therefore, the classification is 'Unknown' due to insufficient information directly related to car wash services.",Unknown
washrite_000380,9,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrite_000380,10,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrite_000380,11,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrite_000380,13,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrite_000380,14,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrite_000380,2,Wash Rite,http://wash-riteunlimited.com/,90,Unknown,0.0,,"The provided text appears to be unrelated to car wash services, as it mentions a tracking probe and lacks any relevant keywords, descriptions, or markers pointing to a specific car wash type. No classification could be confidently derived.",Unknown
washrite_000380,15,Wash Rite,https://www.wash-riteunlimited.com/,90,Unknown,0.1,,"The provided text does not contain any discernible information related to car wash services. It appears to be unrelated to the topic, mentioning a '1x1 image' and a tracking probe. No relevant markers or phrases were detected to classify this text under any car wash type with confidence.",Unknown
washrackcw_000243,1,Wash Rack Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
washrite_000380,7,Wash Rite,https://wash-riteunlimited.com/,90,Unknown,0.2,,"The scraped text contains no relevant information about a car wash business or its services. It appears to be unrelated content, potentially a tracking or probe script. No identifiable markers for any specific car wash type are present. Confidence is low due to no relevant data detected.",Unknown
