client_id,site_id,client_name,website,website_confidence,primary_carwash_type,classify_confidence,secondary_types,reasoning
ranchocw_000526,1,Swift Car Wash,www.swiftcw.com,95,Express Tunnel,0.95,Touchless,"The website heavily emphasizes weekly/monthly unlimited plans and the inclusion of 'free vacuums,' which frequently accompany express tunnel operations. Pricing tiers (Bronze, Silver, Gold) align with typical marketing structures for express tunnels. Other car wash types such as Full Service (e.g., interior cleaning), Hand Wash/Detail (e.g., individual attention), or Mobile services are not explicitly mentioned or implied. The possible inclusion of a 'Touchless' system is supported by an absence of references to brushes and terms like 'spot free rinse' and 'Rain-X,' but the primary operation appears to focus on express tunnel washing."
revexpress_000340,1,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
revexpress_000340,3,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
revexpress_000340,4,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
revexpress_000340,5,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
revexpress_000340,6,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
revexpress_000340,7,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
revexpress_000340,9,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
revexpress_000340,10,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
revexpress_000340,11,Aqua Shine Express,www.aloias.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
rainbowcarwash_000208,1,StoneWash Car Care Center,https://www.stonewashcarcarecenter.com/,90,Flex,0.95,Express Tunnel;Full Service;Hand Wash / Detail,"The text strongly suggests that the car wash is a Flex-type operation as it offers an express tunnel service ('3-minute exterior wash', 'state-of-the-art tunnel') while also including optional interior cleaning services ('vacuum', 'windows', 'mats', 'carpet shampoo'). Additionally, the mention of the 'VIP Wash Club' and 'License Plate Recognition' suggests a membership-based model which is common in express/flex washes. The presence of ceramic coating and interior services further confirms a hybrid (Flex) operation with both express and full-service elements."
rialtocw_000746,1,Rialto Car Wash,https://sunnysplashcarwash.com/,90,Express Tunnel,0.92,Touchless,"The website's primary services align strongly with Express Tunnel characteristics, including mentions of a car wash tunnel, quick wash options, and promotional memberships. Additional markers such as staying in the vehicle during the wash process and specifying the need to remove attachments like bike racks and trailer hitches point toward a conveyor-based wash system. The mention of advanced treatments like Fusion Seal, Rinse, and Rain Repel could also indicate a Touchless element to their offerings, as these processes often minimize direct physical contact. However, no clear mention of interior cleaning or manual washing rules out Full Service or Hand Wash / Detail. Overall, the confidence score reflects the predominance of Express Tunnel-related keywords and markers."
ridethru_000552,1,Ride Thru,https://ridethruexpresswash.co,95,Unknown,0.0,,empty scrape
rialtoarcocw_000773,1,Rialto Car Wash,https://www.blindpigexpresscarwash.com/,90,Express Tunnel,0.95,,"The scraped text strongly indicates that Blind Pig Express Car Wash is an Express Tunnel type operation. The use of terms like 'express car wash,' 'state-of-the-art equipment,' 'tunnel safe for electric vehicles,' and 'stay shiny, save time,' emphasize the convenience and speed of the tunnel-based system. The unlimited membership package ('Unlimited Piggy Pass') supports this classification, a hallmark feature of Express Tunnel washes. Complementary amenities like free vacuums and towels are typical for express tunnel services but do not necessitate interior cleaning performed by staff, ruling out Full Service. There is no mention of manual spray wands, coin-operated systems (Self-Serve), pull-in bays (In-Bay Automatic), or brushless washing (Touchless). Additionally, there is no indication of hand detailing or mobile services. The classification is reinforced by markers explicitly connecting operations to Express Tunnel practices and excludes competing categories."
riflecw_000534,1,Rub A Dub,www.rubadubwash.com,95,Express Tunnel,0.95,Touchless;Self-Serve,"The website heavily emphasizes the ability for customers to stay in their vehicles while utilizing an automatic wash system, fast service, and memberships for unlimited washes, which are all indicative of an Express Tunnel car wash. It's also noted that soft foam brushes are used, further supporting the Express Tunnel classification. The inclusion of free vacuums and other self-service amenities indicates a secondary type of Self-Serve. There is no explicit mention of any services like hand drying, detailing, or interior cleaning, ruling out Full Service and Hand Wash/Detail classifications. The absence of specific reference to 'no brushes' or 'brushless' technology lessens the confidence in Touchless, though elements of high-pressure washing and spot-free rinse are worth noting. Overall, the website content strongly points to Express Tunnel as the primary type."
rapidwash_000664,1,Rapid Wash,https://www.rapidwash.com.au/,90,Express Tunnel,0.98,Unlimited Membership,"The website text strongly suggests that Rapid Wash is an Express Tunnel car wash due to the presence of key indicators such as a conveyor tunnel system ('One tunnel, three minutes'), unlimited membership options ('Wash Club Promo Limited'), and the emphasis on speed and efficiency. Additional detected markers, like 'Advanced number-plate recognition' and 'Unlimited washes,' align with characteristics of Express Tunnel operations. No interior cleaning, vacuum services, manual spray wand, or hand-washing detailing are mentioned, ruling out other categories like Full Service, Self-Serve, or Hand Wash/Detail."
rinsemyride_000430,2,Rinse My Ride,www.rinsemyrideaz.com,95,Express Tunnel,0.9,Self-Serve,"The website mentions 'Rinse My Ride Express Wash & Self Serve Wash,' strongly suggesting Express Tunnel and Self-Serve options at this location. The presence of 'Purchase Unlimited Plans' and text alerts for free car washes further indicates features typical of Express Tunnel services. Although self-serve is mentioned, the primary focus appears to be on express services based on the emphasis on unlimited plans and automation."
rinsemyride_000430,4,Rinse My Ride,www.rinsemyrideaz.com,95,Express Tunnel,0.9,Self-Serve,"The text explicitly mentions 'Rinse My Ride Express Wash & Self Serve Wash' in the locations section, indicating this business primarily offers an Express Tunnel wash. Additionally, the mention of 'Purchase Unlimited Plans' strongly ties it to the Express Tunnel model as unlimited membership plans are typical of this wash type. Furthermore, 'Self Serve Wash' is also explicitly stated, making it a clear secondary type. Key phrases like 'Express Wash' and the presence of unlimited plans reinforce that the primary focus is an Express Tunnel setup. Since no specific markers for Full Service, In-Bay Automatic, or other types were detected, along with the confirmation of text-referenced services aligning with express and self-serve, this classification is given with high confidence."
rinsemyride_000430,1,Rinse My Ride,www.rinsemyrideaz.com,95,Flex,0.92,Express Tunnel;Self-Serve,"The scraped website mentions both 'Express Wash' and 'Self Serve Wash' under locations. The presence of unlimited membership plans on the website (e.g., 'Purchase Unlimited Plans') aligns with express tunnel services, while 'Self Serve Wash' explicitly applies to customer-operated wash bays, likely with manual spray wands. The combination of these offerings aligns with the 'Flex' classification, which provides both express exterior and optional self-service. The lack of references to interior cleaning, detailing, brushless systems, or mobile services ruled out other classifications."
riptideneuse_000337,1,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,5,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,6,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,7,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,8,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,9,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,10,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,11,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,12,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,13,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,14,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,15,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,16,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,17,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,18,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,19,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,20,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,21,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,22,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
riptideneuse_000337,23,Riptide,www.riptidecw.com,95,Express Tunnel,0.9,Hand Wash / Detail;Flex,"The description strongly suggests that RipTide Car Wash primarily operates as an Express Tunnel car wash. The mention of 'Unlimited Wash Club Memberships,' staying in the vehicle, and automated services supports this classification. Additionally, the availability of free amenities such as vacuums, towels, and mat cleaners further aligns with an Express Tunnel setup. However, the prominent emphasis on 'Detail Services,' including express hand wax, ceramic coating, and engine detailing, indicates a secondary type of Hand Wash / Detail service at some locations. Given that the text mentions staff assisting and the 'flexibility' in package offerings, a 'Flex' secondary type is also applicable, indicating a combination of express exterior washes with add-on full-service options."
rivercities_000269,1,Waterworks Express Car Wash,www.waterworksbg.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
riptideneuse_000337,3,Riptide,www.riptidecw.com,95,Express Tunnel,0.95,Hand Wash / Detail;Full Service,"The website strongly emphasizes an Express Tunnel model based on the mention of the 'Unlimited Wash Club Memberships,' 'stay in the vehicle' for washes, and the presence of automated cleaning features like free vacuums and mat cleaners. Furthermore, the customer reviews indicate that many users enjoy the convenience of the tunnel wash setup. However, an additional offering of 'Detail Services' suggests secondary services that align with the 'Hand Wash / Detail' category, including high-end services like ceramic coating and hand wax. Staff involvement noted in the reviews (e.g., staff checking every 20 minutes) supports a secondary link to Full Service for some packages. Based on these features, the primary classification is 'Express Tunnel,' with secondary types noted."
riptideneuse_000337,2,Riptide,www.riptidecw.com,95,Flex,0.95,Express Tunnel;Hand Wash / Detail,"The scraped text indicates a mix of both express tunnel services (e.g., 'Unlimited Wash Club memberships', 'Free vacuums', 'Mat cleaner', 'Compressed air blaster') commonly associated with Express Tunnel washes, and full-service options (e.g., 'Detail Services', 'Interior Detailing', 'Exterior Detailing', 'Express Hand Wax', 'Ceramic Coating') where attention is given to hand detailing. This hybrid presentation, combined with customer testimonials highlighting both standalone express services and attentive staff interaction, aligns with a 'Flex' model car wash that offers both express exterior services and optional full-service detailing. A high confidence score of 95% is assigned due to the clear presence of features from both models and explicit mentions of service tiers."
riverfallscarwash_000171,1,River Falls Car Wash,http://roadrunnerwash.com/,90,Express Tunnel,0.95,Flex;Hand Wash / Detail;Full Service,"The facility is primarily classified as an Express Tunnel based on the explicit mention of terms like 'express wash,' 'unlimited club,' 'stay in vehicle,' and multiple package options catering to exterior washing with features such as wheel cleaning, hot wax, ceramic seal, and more. Facilities like free vacuums, towels, and window cleaners further support this classification. Secondary classifications include (1) Flex, as there are options for both express exterior washes and full-service cleaning packages (e.g., interior cleaning and detail services at Mukwonago), (2) Hand Wash / Detail, due to mentions of detailing services like 10% off at Mukwonago, and (3) Full Service because Mukwonago offers interior cleaning services for an additional charge, indicating some level of staff involvement. Although no explicit reference to 'pull into bay' or 'touchless' features was found, the presence of comprehensive package offerings and customer amenities strongly indicates this as an express tunnel car wash with additional service options."
riverside_000010,1,Riverside,http://www.riversideautowash.com/,90,Unknown,0.3,,"The scraped text does not provide sufficient markers or details about the car wash type. It mentions that the car wash has rebranded to 'Wave Auto Wash' and operates at multiple locations, but there are no references to specific keywords like express tunnel, full service, in-bay automatic, self-serve, touchless, hand wash/detail, flex, or mobile services. Important operational details such as 'unlimited membership,' 'vacuum included,' 'coin operated,' 'brushless,' or 'hand wash' are absent, making it impossible to confidently classify the car wash type. The low confidence score reflects the lack of specific information."
riverrockcw_000272,1,River Rock Car Wash,https://www.jerseycarwashes.com/rockaway-boro-nj,90,Express Tunnel,0.95,Flex,"The website highlights the existence of 'Unlimited Wash Club' memberships, exterior-only packages, and free self-service vacuums, which are markers commonly found in Express Tunnel car washes. The descriptions of packages emphasize automated services such as underbody rinses and triple foam treatments, indicating an express conveyor-style service. Additionally, towel drying is mentioned, which suggests some level of hand-drying, aligning with Flex options that combine express exterior services and optional full-service features."
riverside_000010,3,Riverside,http://www.riversideautowash.com/,90,Unknown,0.3,,"The scraped text does not provide sufficient markers or details about the car wash type. It mentions that the car wash has rebranded to 'Wave Auto Wash' and operates at multiple locations, but there are no references to specific keywords like express tunnel, full service, in-bay automatic, self-serve, touchless, hand wash/detail, flex, or mobile services. Important operational details such as 'unlimited membership,' 'vacuum included,' 'coin operated,' 'brushless,' or 'hand wash' are absent, making it impossible to confidently classify the car wash type. The low confidence score reflects the lack of specific information."
roadrunner_000462,1,Roadrunner,www.rrexpresscarwash.com,95,Express Tunnel,0.95,,"The website prominently mentions features characteristic of Express Tunnel car washes, such as monthly memberships for unlimited washes, quick car cleaning, state-of-the-art wash equipment, and staying in the vehicle throughout the wash cycle. Additional amenities like free vacuums, towel usage, and window cleaner also align with Express Tunnel offerings. The use of 'technologically advanced' equipment further supports this classification. There was no mention of interior cleaning, manual cleaning, or other services indicative of Full Service, Hand Wash/Detailing, or Flex types."
roadrunner_000462,2,Roadrunner,www.rrexpresscarwash.com,95,Express Tunnel,0.95,,"The website prominently mentions features characteristic of Express Tunnel car washes, such as monthly memberships for unlimited washes, quick car cleaning, state-of-the-art wash equipment, and staying in the vehicle throughout the wash cycle. Additional amenities like free vacuums, towel usage, and window cleaner also align with Express Tunnel offerings. The use of 'technologically advanced' equipment further supports this classification. There was no mention of interior cleaning, manual cleaning, or other services indicative of Full Service, Hand Wash/Detailing, or Flex types."
roadrunner_000462,4,Roadrunner,www.rrexpresscarwash.com,95,Express Tunnel,0.95,,"The website prominently mentions features characteristic of Express Tunnel car washes, such as monthly memberships for unlimited washes, quick car cleaning, state-of-the-art wash equipment, and staying in the vehicle throughout the wash cycle. Additional amenities like free vacuums, towel usage, and window cleaner also align with Express Tunnel offerings. The use of 'technologically advanced' equipment further supports this classification. There was no mention of interior cleaning, manual cleaning, or other services indicative of Full Service, Hand Wash/Detailing, or Flex types."
rocketwash_000183,1,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwash_000183,2,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwash_000183,4,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwash_000183,5,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwash_000183,6,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwash_000183,7,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,1,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,3,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,4,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,5,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,6,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,7,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,9,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,10,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,11,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,12,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
rocketwashnc_000309,13,Rocket Wash,www.rocketwash.mywashaccount.c,95,Unknown,0.0,,empty scrape
riverside_000010,2,Riverside,http://www.lakesideautowash.com/,90,Express Tunnel,0.9,,"The presence of a 'Monthly Unlimited' membership and descriptions of packages such as 'Foam Wash System' and 'Underbody Rinse' strongly indicate an automated, conveyor/tunnel-style car wash, which matches the definition of an Express Tunnel. No references to manual or staff cleaning (as seen in Full Service or Hand Wash/Detail), nor self-service elements like coin-operated systems, were detected. The presence of value-added options like ceramic coating and tire shine suggests a focus on exterior cleanliness, confirming the classification."
riverside_000010,4,Riverside,https://www.ridethewaveautowash.com/,90,Express Tunnel,0.95,,"The scraped data strongly suggests this is an Express Tunnel car wash. The presence of an unlimited wash club, references to the modern auto wash system, and the ability to wash daily align well with the characteristics of an Express Tunnel model. While free vacuums are mentioned, explicit indicators of full interior services (such as vacuuming by staff or hand-dried finishes) are absent, ruling out Full Service. Additionally, 'hand-prep' likely refers to pre-wash preparation by staff, which is common in express washes. Features such as staying in one's vehicle and supporting recurring, unlimited memberships increase confidence in this classification."
rocknrollexpress_000224,3,Rock N Roll Express Car Wash,https://hectorcarwash.com/,90,Flex,0.95,Hand Wash / Detail;Express Tunnel,"The website text describes two main types of car wash services depending on location: hand wash and express wash. The hand wash services in North Palm Beach and Riviera Beach are detailed with markers like 'hand wash,' 'hand dry,' 'done by trained staff,' and packages that include specific interior and exterior detailing. Additionally, these services align with the 'Hand Wash / Detail' category. On the other hand, the Jupiter location features an 'express wash' with markers like 'conveyor' and 'unlimited monthly memberships,' matching the 'Express Tunnel' category. Given that the business offers both fully staffed hand wash detailing and express conveyor-style washing options, the car wash is best classified as 'Flex.'"
